ID_Ref;Paremia_ID;Paremia_Canonica;Desautomatizacion;Mecanismo;Mecanismos_Secundarios;Patron_Sintactico;Dominio_Meta;Elementos_Sustituidos;Hash;Check
59603;4132;Una cosa piensa el burro y otra el que lo arrea;Por supuesto, una cosa piensa el burro y otra quien lo apareja.;Sustitución;;Una cosa piensa el [Sust] y otra [Sust] el que lo [Sust];General;"{""burro"": ""burro"", ""arrea"": ""apareja""}";7b4c4dacadb4c5fec133d71c088c415e4205082ebd8535f17559c157297e3c6a;
59603;4132;Una cosa piensa el burro y otra el que lo arrea;Todo lo tiene debidamente calculado. (una cosa piensa el burro y otra el que lo apareja.;Adición;Sustitución;Todo lo tiene debidamente calculado. (una cosa piensa el burro y otra el que lo [Sust]);General;"{"""": ""Todo lo tiene debidamente calculado."", ""arrea"": ""apareja""}";51a0a65714eddd5b82701a68ee4ab2f59ecaa0c32e1dee45bf09eac317cc475f;
59603;4132;Una cosa piensa el burro y otra el que lo arrea;En este mundo, una cosa piensa el burro y otra el que lo ensilla.;Sustitución;Fusión;Una cosa piensa [Sust] y otra [Sust] el que lo [Sust];General;"{""burro"": ""bayo"", ""arrea"": ""ensilla""}";f2f3048b5f535f6247ff70712ce0c4b80c727ce2b19e535dd76d5d821c6318d5;
59603;4132;Una cosa piensa el burro y otra el que lo arrea;En las farc una cosa piensa el burro y otra el que la está enjalmando.;Adición;Sustitución;En [Sust] una cosa piensa el burro y otra el que [Sust] lo [Sust];General;"{"""": ""En las farc"", ""lo arrea"": ""la está enjalmando""}";f710f282741789ba80dc6514914b69e117cef075ee07604f3aa545ba6dced09a;
59603;4132;Una cosa piensa el burro y otra el que lo arrea;Como sucede siempre-, una cosa piensa el burro y otra quien lo enjalma.;Sustitución;;Una cosa piensa el [Sust] y otra [Sust] el que lo [Sust];General;"{""burro"": ""burro"", ""arrea"": ""enjalma""}";f1db8d7c6defb2474b54a1c92af732806a8f41a93235abac36d4b33810f5670f;
59607;4138;Unos nacen con estrella y otros estrellados;Desde luego, existen personas que nacen con estrella y otros nacen estrellaos.;Sustitución;Adición;Unos nacen [Sust] y otros nacen [Sust];General;"{""con estrella"": ""con estrella"", ""estrellados"": ""estrellaos""}";e65b4568978f7ec78c98e5b4434c3917232dc63364fa40955e82be8f30f6331d;
59607;4138;Unos nacen con estrella y otros estrellados;Hay jugadores que nacen con estrella y otros que no la tienen.;Sustitución;Adición;Hay [Sust] que nacen con estrella y otros que [Sust];General;"{""Unos"": ""jugadores que"", ""estrellados"": ""no la tienen""}";2ec8e00c7365d4bde29481e71fa548b580f593274460ad5b34da5041faa83d98;
59607;4138;Unos nacen con estrella y otros estrellados;Las hay que nacen con estrella y las hay estrelladas.;Sustitución;Permutación;Las hay que [Sust] con estrella y las hay [Sust];General;"{""Unos nacen"": ""Las hay que nacen"", ""otros estrellados"": ""las hay estrelladas""}";96055a82ec577d8f2b586b9325cd77c0e60298a28e1356aea2df99898ef8d5ae;
59607;4138;Unos nacen con estrella y otros estrellados;Hay palabras que nacen con estrella y otras que nacen estrelladas.;Sustitución;Adición;Hay [Sust] que nacen con estrella y otras que nacen [Sust];Lingüístico/Literario;"{""Unos"": ""palabras"", ""estrellados"": ""estrelladas""}";5dd71ee0a137f15d6af1aeadbf320980aebb2cd0e11c017fbf45e9b632345887;
59607;4138;Unos nacen con estrella y otros estrellados;Que nacen con estrella;Truncamiento;;Que [Sust] con estrella;General;{};2e343559805799c22c4844f8a1f2ff9e7b755309098b3f10686c15893bab4abb;
59607;4139;Unos nacen con estrella y otros nacen estrellados;Unos nacen con estrella..;Truncamiento;;Unos nacen con [Sust]..;General;{};a7a3b160535f4fcc4d2f2887a496d11a85a6ea5eac7bc25cfdf467c19fd8332a;
59607;4139;Unos nacen con estrella y otros nacen estrellados;Algunos nacen con estrella...;Truncamiento;;Algunos nacen con estrella...;General;{};cf962d1a7069b40c1bb0ea8e5a89feccafee358c39c95b6e3d17a47128db825c;
59607;4139;Unos nacen con estrella y otros nacen estrellados;Unos nacen con suerte, otros en san juan;Sustitución;Fusión;Unos nacen con [Sust] y otros [Sust];General;"{""estrella"": ""suerte"", ""estrellados"": ""en san juan""}";b98c10deda3dc2cd8bab7bd291591696a24f3e63840fbce32795b9895a22597b;
59607;4139;Unos nacen con estrella y otros nacen estrellados;Hay tipos que nacen con estrella.;Truncamiento;;Hay [Sust] que nacen con estrella;General;{};06fedbb8aae503228a624d51e2aefdcbaff51cec36257bc4f12b1764a08c29df;
59607;4139;Unos nacen con estrella y otros nacen estrellados;En fin, como dice mi mamá algunos nacen con estrellas y otros nacen estrellados.;Adición;Permutación;[Adición] algunos [Sust] nacen con estrellas y otros nacen estrellados;General;"{""Unos"": ""algunos"", """": ""En fin, como dice mi mamá""}";cd4c5a8edb6768aca34513b59bc005e90e8aebd7659202114e4277639389e3e0;
59608;4143;Unos por otros y la casa sin barrer;Mientras la casa sin barrertodo manga por hombro;Fusión;Anacoluto;Mientras [Sust], [Sust] por [Sust];General;"{""Unos por otros"": ""Mientras"", ""la casa sin barrer"": ""la casa sin barrertodo manga por hombro""}";637fd62ba8e064eaddbdb6236ffcc3343f39ba6dfca469b80984b5134ebf984f;
59608;4143;Unos por otros y la casa sin barrer;La cuestión es que unos por otros, la casa sin cajero.;Sustitución;Fusión;Unos por otros, la casa sin [Sust];General;"{""barrer"": ""cajero""}";db32e4a7a20d66e20343261c940928f3b34e560f67a15cf50122fed422c59a9d;
59608;4143;Unos por otros y la casa sin barrer;"Un centro ""muy limpio"" y los barrios sin barrer";Sustitución;Metasemema;"Un [Sust] ""muy [Sust]"" y los [Sust] sin [Sust]";Urbanismo/Limpieza;"{""unos por otros"": ""centro"", ""la casa"": ""los barrios"", ""barrer"": ""barrer""}";565b8eced83ace3fa1298501c7f0c4c5cf3ca0072f4a1da051e367f0636b306e;
59608;4143;Unos por otros y la casa sin barrer;No se puede, unos por otros, dejar la casa sin proteger.;Sustitución;Adición;Unos por otros, [Sust] la casa sin [Sust];General;"{""barrer"": ""proteger"", """": ""No se puede, dejar""}";fc6ab98b2e354aff767669d89550983539065da783ca0b80e7e2b4c030d707cd;
59608;4143;Unos por otros y la casa sin barrer;La casa sin barrer!.;Truncamiento;;La casa sin barrer;General;{};b7ea871900b1d2248794f8a854231fffaec7b770a737cb4f19ddfb042b8d2823;
59610;4145;Unos tanto y otros tan poco;Unos tanto y otros nada.;Sustitución;;Unos [Sust] y otros [Sust];General;"{""tan poco"": ""nada""}";f28e696d766a54ad505a49359c8da4dbc6baf81d959b7a5e26ba30e60f8aea52;
59610;4145;Unos tanto y otros tan poco;Unos tanto y otros...;Truncamiento;;Unos [Sust] y otros...;General;{};faecde3b44a2d00b6295f6c2571e2c1b16f55e8a7992fe2aff3b4ff9d0cbb22d;
59611;4146;Unos tienen la fama, y otros cardan la lana;El hombre propone,  y otros cardan la lana m.;Fusión;Sustitución;[Sujeto] propone, y [Sujeto] [Verbo] la [Objeto];General;"{""Unos tienen la fama"": ""El hombre propone"", ""cardan"": ""cardan"", ""lana"": ""lana""}";249d1c087d392a78282c718d85aa660b664adbf6bcb2b241bd5e891f07bec72d;
59611;4146;Unos tienen la fama, y otros cardan la lana;La popularidad y otros cardan la lana;Sustitución;;[Sust] y otros cardan la lana;General;"{""Unos tienen la fama"": ""La popularidad""}";b5d242a24497b394b934663067e091feaf3b8d49ffa7ed5534b4294cbfc00899;
59611;4146;Unos tienen la fama, y otros cardan la lana;Unos cardan la lana y otros...;Truncamiento;;Unos [Sust] la lana y otros...;General;{};9db70f5d5a6a5661042f23568c86596baea6d255b16122d54f957f10006e3bd9;
59611;4146;Unos tienen la fama, y otros cardan la lana;La lana y otros llevan la fama, ya se sabe.;Permutación;;La lana y otros [Sust] la fama;General;"{""Unos tienen la fama, y otros cardan la lana"": ""La lana y otros llevan la fama""}";2eca7c59f480181488234f3ee9dbcb79fd906a52a675ccc9d965c24fc90c84d1;
59611;4146;Unos tienen la fama, y otros cardan la lana;La lana y otros llevan la fama, ya sabe– se lamenta.;Permutación;Sustitución;La [Sust] y otros [Sust] la [Sust];General;"{""Unos tienen la fama"": ""La lana"", ""y otros cardan la lana"": ""y otros llevan la fama"", ""orden original"": ""La lana y otros llevan la fama""}";24f576be93d3cc7e56d8ebcb295ce252d69d181aec3819ea0e0f4b2bd0ef12d2;
59611;4147;Unos llevan la fama, y otros cardan la lana;La lana y otros se llevan la fama.;Permutación;Anacoluto;[Sust] y otros se [Sust] la [Sust];General;"{""Unos llevan la fama, y otros cardan la lana"": ""La lana y otros se llevan la fama""}";a59d99036640f643632b376210e080f923c63db493333241f834f2ca9299a7d5;
59611;4147;Unos llevan la fama, y otros cardan la lana;La lana y otros se llevan la lana.;Permutación;Truncamiento;La lana y otros [Sust] la lana;General;"{""Unos llevan la fama, y otros cardan la lana"": ""La lana y otros se llevan la lana""}";05bff2b7f3df9efd72f5ca4c83b1322d310b7f38d3099a5805f5d8f8789ed06a;
59611;4147;Unos llevan la fama, y otros cardan la lana;La lana y otros se llevan la fama, dice el refranero español.;Permutación;Fusión;La lana y otros se [Sust] la fama;General;"{""Unos llevan la fama, y otros cardan la lana"": ""La lana y otros se llevan la fama""}";082ef666d3ed4fce2e09d6240fe525783b18825f999b7137077e0421beb685d1;
59611;4147;Unos llevan la fama, y otros cardan la lana;Los señoritos andaluces llevan la fama, pero en toda españa se carda la lana.;Adición;Permutación;[Adición] [Sust] llevan la fama, pero [Adición] se carda la lana;General;"{""Unos"": ""Los señoritos andaluces"", """": ""en toda españa"", ""llevan"": ""llevan"", ""y otros"": ""pero""}";7f0cebb1a7e81d3399a2c71033e0554a57b7a075e4059d9e8fd80c6cf69a1ee6;
59611;4147;Unos llevan la fama, y otros cardan la lana;#19 · mary · 05.06 unos se llevan la fama, y otros escaldan la lana.;Sustitución;Permutación;Unos [Sust] la fama, y otros [Sust] la lana;General;"{""llevan"": ""se llevan"", ""cardan"": ""escaldan""}";61eaf26a6024cdacaacb94737a454bd32b58147205f394648bfa4f256f473412;
59612;4152;El uso hace maestro;El uso hace la norma;Sustitución;;El [Sust] hace [Sust];General;"{""maestro"": ""la norma""}";e37fe79c49136797431c8f360d027cf1d635e68444d153c0551255b8904cc98c;
59612;4158;La práctica hace maestro;"La práctica hace al panning."";)";Sustitución;;La [Sust] hace [Sust];General;"{""práctica"": ""práctica"", ""maestro"": ""al panning""}";f42ca8bd809077352b83b2677b85127f320a9a3be01d8ae06d951f49bc8b21f1;
59612;4158;La práctica hace maestro;La práctica hace toda la diferencia.;Sustitución;;La [Sust] hace [Sust];General;"{""práctica"": ""práctica"", ""maestro"": ""toda la diferencia""}";52c4e43f41970c724bbb7d2e6d24767ebeb354c00b59a0091897ec843ce92c77;
59612;4158;La práctica hace maestro;La práctica hace el saber.;Sustitución;;La [Sust] hace [Sust];General;"{""práctica"": ""práctica"", ""maestro"": ""el saber""}";ceb80b3959c2d7f1b4553d3976a06c4ecbf3c6d805610035baa3df297122e8b1;
59612;4158;La práctica hace maestro;La práctica hace perfecto ronroneo;Sustitución;;La [Sust] hace [Sust];General;"{""práctica"": ""práctica"", ""maestro"": ""perfecto ronroneo""}";3dedabb4b4e1b0a326895e0824973b1d4466443b0a56eeeaadfe938cd5e5bea1;
59612;4159;La práctica hace perfección;La práctica hace perfecto, a la derecha;Adición;;La práctica hace [Sust], a la [Sust];General;"{""perfección"": ""perfecto, a la derecha"", """": ""a la derecha""}";44a60782d5b7ec67fcf9d36bf12ffc1f0f0847170aef49eabde42e9bfcf6bc00;
59612;4159;La práctica hace perfección;Recuerda, la práctica hace la tostada perfecta.;Sustitución;;La [Sust] hace [Sust];Cocina;"{""práctica"": ""práctica"", ""perfección"": ""la tostada perfecta""}";37e5307bf00c8e7dc7626bcbc26cdf215f9ab1f78d08b88fa05826fb894f7643;
59615;4163;Vase el bien al bien y el mal para quien lo tién;El mal volverá al mal, el bien al bien, y el hombre será clasificado según su tipo.;Fusión;Adición, Permutación;El [Sust] volverá al [Sust], el [Sust] al [Sust], y el [Sust] será [Sust] según su [Sust];General;"{""bien"": ""bien"", ""mal"": ""mal"", """": ""y el hombre será clasificado según su tipo""}";db3a48558de2ea3c67f92acc61ba5f2d600f915b81a06760a81ec0e86173f6dd;
59616;4164;Vemos la paja en el ojo ajeno, y no vemos la viga en el nuestro;La mota en el ojo ajeno, ¿a ver si no vemos la viga en el propio?.;Sustitución;Permutación;La [Sust] en el ojo ajeno, ¿a ver si no vemos la viga en el [Sust]?;General;"{""paja"": ""mota"", ""ajeno"": ""propio""}";1c4abfa1a5b6f838696e4554c5191ecd17dd2f7f0363de277730fb2d7d5e5253;
59616;4164;Vemos la paja en el ojo ajeno, y no vemos la viga en el nuestro;No somos conscientes en este caso, es que: vemos la mota en el ojo ajeno y no nos vemos la viga en el nuestro.;Sustitución;Adición;Vemos la [Sust] en el ojo ajeno y no [Sust] la viga en el nuestro;General;"{""paja"": ""mota""}";ba744b4b6273cb7439c256f57909137467dde5d0b4bf253f96a663c3bbb5d9d4;
59616;4164;Vemos la paja en el ojo ajeno, y no vemos la viga en el nuestro;"Al ""mass media"" y a la falta de ética informativa, y no vemos la viga en el ojo propio.";Sustitución;Adición, Permutación;Al [Sust] y a [Sust], y no vemos la [Sust] en el [Sust];Medios de Comunicación y Ética;"{""Vemos la paja en el ojo ajeno"": ""Al \""mass media\"" y a la falta de ética informativa"", ""viga en el nuestro"": ""viga en el ojo propio""}";96077e38e0f6e716fb94970adfbed6ba54e5dc5dfef16206b6635018d6bc7e08;
59616;4164;Vemos la paja en el ojo ajeno, y no vemos la viga en el nuestro;"Vemos la paja del ""tireless"" en la colonia ajena y no vemos la viga de la itv de submarinos nucleares del tío sam en la propia.";Sustitución;Adición, Permutación;Vemos la [Sust] en el [Sust] ajeno, y no vemos la [Sust] en el [Sust];Política/Internacional;"{""paja"": ""paja del \""tireless\"""", ""ojo"": ""colonia"", ""viga"": ""viga de la itv de submarinos nucleares del tío sam"", ""nuestro"": ""propia""}";28cf90be540fe2e76b6ae6bd4efd709569a521bc38c678b4c9f69a0d40d425f5;
59616;4164;Vemos la paja en el ojo ajeno, y no vemos la viga en el nuestro;Vemos la astilla en el ojo ajeno pero no vemos la viga que tenemos en el propio, antes de exigir respeto deberíamos darlo, no creen;Adición;Permutación;[Adición] vemos la [Sust] en el ojo [Sust], pero no vemos la [Sust] que tenemos en el [Sust], [Adición];General;"{""paja"": ""astilla"", ""ajeno"": ""ajeno"", ""viga"": ""viga"", ""nuestro"": ""propio"", """": ""antes de exigir respeto deberíamos darlo, no creen""}";ceec716ff3f5727b9a441f9bc3b5dec65a28d2e792efa44ebb85ce5578365011;
59616;4164;Vemos la paja en el ojo ajeno, y no vemos la viga en el nuestro;En el ojo ajeno y no vemos la viga en el ojo propio;Permutación;Sustitución;En el ojo [Sust] y no vemos la viga en el ojo [Sust];General;"{""ajeno"": ""propio"", ""propio"": ""ajeno"", ""vemos la paja"": ""vemos""}";5803a0e94bf25fad87a574b5af362d5909cbedb51ecc56b3f36b3657f936e66b;
59616;4164;Vemos la paja en el ojo ajeno, y no vemos la viga en el nuestro;La mopa de polvo q tiene el vecino y no vemos la viga q tenemos en el ojo.;Sustitución;Permutación;La [Sust] que tiene el [Sust] y no vemos la [Sust] que tenemos en el [Sust];General;"{""paja"": ""mopa de polvo"", ""ojo ajeno"": ""vecino"", ""viga"": ""viga"", ""ojo"": ""ojo""}";83abe1399fa75d2552b8c818f545c0ac67e4e940027d8077f23370f5a2baccfb;
59616;4164;Vemos la paja en el ojo ajeno, y no vemos la viga en el nuestro;La paja en el ojo del pitufo, pero la viga en otros ojos ya es otra cosa.;Sustitución;Metasemema;La paja en el ojo del [Sust], pero la viga en [Sust] ojos ya es otra cosa;General;"{""ajeno"": ""pitufo"", ""nuestro"": ""otros ojos""}";fece65f61ba6f29d0cb8664bb673bb437dfd0364e8c6147a24ddf219b7ad1442;
59616;4165;Ver la paja en el ojo ajeno, y no la viga en el propio;Vemos la paja ajena y nos olvidamos de la viga que llevamos en propiedad.;Sustitución;Permutación;Vemos la [Sust] ajena y nos [Sust] de la [Sust] que [Sust] en [Sust];General;"{""paja"": ""paja ajena"", ""no la viga en el propio"": ""la viga que llevamos en propiedad"", ""ver"": ""vemos"", ""y no la viga en el propio"": ""y nos olvidamos de la viga que llevamos en propiedad""}";b4e2909b089be998d6713ee56a7254554cbb22475caa5e7d7c4e831d19861a75;
59617;4169;Vida sin amigos, muerte sin testigos;Una vida sin amigos, es estar muerto en vida.;Metasemema;Sustitución;Una [Sust] sin [Sust], es [Sust] en [Sust];General;"{""vida"": ""vida"", ""amigos"": ""amigos"", ""muerte sin testigos"": ""estar muerto en vida""}";341721763f4a9a04fe032596f681bac64bc0b9ff308cc4f2c3d028e69fe72ada;
59623;4184;Vísteme despacio, que tengo prisa;Legisla despacio, que tengo prisa;Sustitución;;Vísteme [Sust], que tengo [Sust];Legislación;"{""despacio"": ""despacio"", ""vísteme"": ""Legisla"", ""prisa"": ""prisa""}";17017661f98d07cb315e9f374f4164b9cbb67d6f175fec0371538ad841342418;
59623;4185;Vísteme despacio que estoy apurado;Pagá que estoy apurado ').;Sustitución;Truncamiento;[Imperativo] que estoy [Estado];General;"{""Vísteme despacio"": ""Pagá"", ""tengo prisa"": ""estoy apurado""}";37d4a57d5aa396086aed0107e02fa6821ee9bbd82087681f865cc45c9b19966c;
59623;4185;Vísteme despacio que estoy apurado;Vístanme lento, que estoy apurado;Sustitución;;Vístan[me/te] [Adverbio], que [Estado];General;"{""Vísteme"": ""Vístanme"", ""despacio"": ""lento""}";d190ced59e1b696f55e8326d2fc801b2a5953672db79698694c49744c013eddb;
59623;4185;Vísteme despacio que estoy apurado;Como dijera napoleón: “anda despacio que estoy apurado ”.;Cita;;Como dijera [Sujeto]: [Paremia];General;{};8ebe2bce3a7f8abb9ca9aaefb5a08a5612bed256f56ef4f40ca7bbf76dd4282d;
59627;4193;Zapatero, a tus zapatos;Zapatero, a los militares.;Sustitución;;Zapatero, a [Sust];General;"{""tus zapatos"": ""los militares""}";b2bfef47861b59d246ad5b11158fd0227c92c76b479d294b37ec533eb981cf18;
59627;4193;Zapatero, a tus zapatos;Zapatero, a tus 👞👞.;Metaplasmo;;Zapatero, a tus [Sust];General;"{""zapatos"": ""👞👞""}";2b34d8149b247fc1e36ad9fe4465fb11575e838cf0c8f691e511f90f9720eaa2;
59627;4193;Zapatero, a tus zapatos;Zapatero, a tus agujetas.;Sustitución;;Zapatero, a tus [Sust];General;"{""zapatos"": ""agujetas""}";c594f7fe40f5a27281daf447dfa67e491c81741dac6bc09b08464f7bbf43ad0c;
59627;4193;Zapatero, a tus zapatos;A tus zapatos (risas).;Truncamiento;;A tus [Sust];General;{};4d3358ff2dc2380e459434c107f1d88df0c2698e727fd64e80fae5d728c0f7cd;
59627;4193;Zapatero, a tus zapatos;Fuera zapatos... ¡se quita los zapatos;Sustitución;Anacoluto;Fuera [Sust]... ¡se [Sust] los [Sust];General;"{""Zapatero"": ""Fuera"", ""a tus zapatos"": ""se quita los zapatos""}";3bbffa3d4e2537639335263b5816794bab45f1010d563aed846d0f983f3f327a;
59627;4193;Zapatero, a tus zapatos;La salsa de tomate a tus zapatos;Sustitución;;[Sust], a tus [Sust];General;"{""Zapatero"": ""La salsa de tomate"", ""zapatos"": ""zapatos""}";82496ba87b35ede32ff1f44140f1c410320666cee2866a8a2802b6a45f96b601;
59627;4193;Zapatero, a tus zapatos;"Episodio 1: ""zapatero a tus zapatos";Permutación;;[Sust] a tus [Sust];General;"{""orden original"": ""zapatero, a tus zapatos"", ""nuevo orden"": ""zapatero a tus zapatos""}";19b6f78a29f609f3ccd3f36d8c7fd8d3ea3226f97457297a7f7baee97c912143;
59627;4193;Zapatero, a tus zapatos;Abogado a tus zapatos;Sustitución;;[Profesión], a tus [Sust];General;"{""Zapatero"": ""Abogado""}";8880eb4be4c53a0546596a0270f4726d0ff5cb7770e0fe08a412b72e1532f1f7;
59627;4193;Zapatero, a tus zapatos;A tus zapatos ”.;Truncamiento;;A tus [Sust];General;{};723420db8d5ffcb30d4a6d99dcdb9eda5b9f3357c63938e44facb772c616d04c;
59627;4193;Zapatero, a tus zapatos;Vargas llosa, a tus zapatos;Sustitución;;[Nombre], a tus [Sust];Literatura;"{""Zapatero"": ""Vargas Llosa""}";03d7ed00240ed4426f08c0f262d72744b5dbf7f81ff5c343863ea75ab9189e20;
59627;4193;Zapatero, a tus zapatos;Castells, a tus zapatos;Sustitución;;[Sust], a tus zapatos;General;"{""Zapatero"": ""Castells""}";8e2b78cdf4b893c9e64f20073cb955cad17ff7bf9314e2088495581c9b76ac7c;
59627;4193;Zapatero, a tus zapatos;Anudo a tus zapatos mi alegría.;Sustitución;Anacoluto;[Sujeto], a tus [Objeto] [Sust];General;"{""Zapatero"": ""Anudo"", ""zapatos"": ""zapatos"", """": ""mi alegría""}";9e3b44e5de546bf65dc3ee8dd1edd841c5eff4b493c547e29e4dd92285b78fe0;
59627;4193;Zapatero, a tus zapatos;Embajador, a tus zapatos;Sustitución;;[Profesión], a tus [Objeto];General;"{""Zapatero"": ""Embajador""}";e4b246843c8adecaa6796cef2861a04a6c7eba9c19ce0902e39226b521517d4f;
59627;4193;Zapatero, a tus zapatos;Mis zapatos! ¿tus zapatos;Permutación;Anacoluto;[Sust] ¿[Sust]?;General;"{""Zapatero, a tus zapatos"": ""Mis zapatos! ¿tus zapatos""}";7bf5be68fd2d04c19c4f1e505f2665de95be00644e386a4c68a4d5a64d2f9e17;
59627;4193;Zapatero, a tus zapatos;Pacheta, a tus zapatos;Sustitución;;[Profesión], a tus [Objeto];General;"{""Zapatero"": ""Pacheta""}";8c20406b3c94dad1a5f24a40c14788226668976ef57984c3365a04fea692d3ab;
59627;4193;Zapatero, a tus zapatos;Zapateros para los zapatos;Sustitución;;[Sust], a tus [Sust];General;"{""Zapatero"": ""Zapateros"", ""a tus zapatos"": ""para los zapatos""}";25ff5eea1047b8c8f6f4ea865c7f63964f7c78807e4db3e402ab9f7d6a3bc8a9;
59627;4195;Zapatero, a tus zapatos, y aunque pases malos ratos;A las chilenas y conocerlas evitará que pases malos ratos.;Sustitución;Fusión;A [Sust], [Sust] y [Sust] que pases [Sust] ratos;Relaciones Interpersonales;"{""Zapatero"": ""chilenas"", ""a tus zapatos"": ""conocerlas"", ""malos"": ""malos""}";f1fbce2fdfdb59204ef7e4d14e4abfd6e6e987a91270b5fab551ce0223345c4c;
59628;4196;La mentira tiene las patas muy cortas;En política las mentiras tienen las patas cortas y además se nota.;Adición;;En [Sust] las mentiras tienen las patas [Sust] y además [Sust];Política;"{"""": ""y además se nota"", ""muy"": """"}";6d8854aed395637a435d0759156a3cff39d248f3cab947c5185823b9a4db7e1d;
59628;4196;La mentira tiene las patas muy cortas;Las mentiras tienen las patas muy cortas pero las explicaciones muy largas.;Adición;;Las [Sust] tienen las [Sust] muy [Adv] pero las [Sust] muy [Adv];General;"{""mentira"": ""mentiras"", """": ""pero las explicaciones muy largas""}";565683a2100bdeb7d408efccbb71882c13e7fa4fac3be095b5f552caba2042b9;
59628;4196;La mentira tiene las patas muy cortas;Los altoaragoneses, pero las mentiras tienen las patas muy cortas;Adición;;[Sust] pero las mentiras tienen las patas muy cortas;General;"{"""": ""Los altoaragoneses""}";e980d01538be038b591aeed6fe4e2dbfc42ee8539541703fba927ed625ded1fb;
59628;4196;La mentira tiene las patas muy cortas;Grandes mentiras, de patas muy cortas;Sustitución;Permutación;[Sust] mentiras, de patas muy cortas;General;"{""La mentira"": ""Grandes mentiras""}";a89c77dc2ca089dc14327d5a54b22bbc9a2eb8aebc238abebfb522ff344b9555;
59628;4196;La mentira tiene las patas muy cortas;La analogía con el cis tiene las patas muy cortas;Sustitución;;La [Sust] tiene las patas muy cortas;General;"{""mentira"": ""analogía con el cis""}";0c457087bb760ac6168eb844cbdb8c6964da7b9884203746fe35d4ca0a787bbb;
59628;4196;La mentira tiene las patas muy cortas;Las mentiras tienen las patas muy cortas en 'la promesa'.;Adición;;Las [Sust] tienen las patas muy cortas en [Sust];General;"{""mentira"": ""mentiras"", """": ""en 'la promesa'""}";5e77e0ed4aca0d22839e95b8d6f2859e509efe69e40feb15e95b4738fd645a7d;
59628;4196;La mentira tiene las patas muy cortas;El problema es que las mentiras tienen las patas muy cortas;Adición;;El problema es que [Sust] tienen las patas muy cortas;General;"{"""": ""El problema es que"", ""la mentira"": ""las mentiras""}";2792fefbdb49cc26af5c7dfa04b5560b657f00242a2942cf0671e5033dfbb4b5;
59628;4196;La mentira tiene las patas muy cortas;La mentira tiene patas cortas( y brazos también).;Adición;;La mentira tiene [Sust] (y [Sust] también);General;"{""patas muy cortas"": ""patas cortas"", """": ""y brazos también""}";6e1fc00b3808517771b62a06c310edb1773c2a038c6091cf64d33141dffa0783;
59628;4196;La mentira tiene las patas muy cortas;(....) demostraremos que las mentiras tienen patas cortas;Sustitución;;Las [Sust] tienen [Sust] [Adjetivo];General;"{""mentira"": ""mentiras"", ""patas muy cortas"": ""patas cortas""}";0dcdd6a9a7a150d6f7420725e9cd6638a250021a87301a5be3186a8ed89081cc;
59628;4196;La mentira tiene las patas muy cortas;Las mentiras podemitas tienen las patas cortas;Sustitución;;Las [Sust] tienen las patas [Sust];Política;"{""mentira"": ""mentiras podemitas"", ""muy cortas"": ""cortas""}";f5b184ae82db804975b4dd91b4ac701a31056604dde7c3edc5415f4362f64f6c;
59628;4196;La mentira tiene las patas muy cortas;La mentira en la derecha tiene las patas muy largas.;Sustitución;Adición;La [Sust] en [Sust] tiene las patas muy [Sust];Política;"{""mentira"": ""mentira en la derecha"", ""cortas"": ""largas""}";e5e8281cf974da199171a4831bd5f27693dd2744ce49d8fb22f337a91f14131c;
59628;4196;La mentira tiene las patas muy cortas;"Como sabe que miente tendrá las patas muy cortas "", ha remarcado.";Adición;;Como sabe que [Sust], tendrá [Sust];General;"{"""": ""Como sabe que miente""}";a48fa0934edeead59cc95b73206de2fba5f69b94d13da040246c486b6844a78f;
59628;4196;La mentira tiene las patas muy cortas;"Las mentiras tienen las patas muy cortas "", dice el dicho popular.";Sustitución;;La[s] [Sust] tiene[n] las patas muy cortas;General;"{""mentira"": ""mentiras""}";1f0a9f75171a3ecaa72698baaaef173eb4cde37eab18a022c45ad01db8862c51;
59628;4196;La mentira tiene las patas muy cortas;Las mentiras tienen patas cortas y narices largas.;Fusión;Metaplasmo;Las [Sust] tienen [Sust] [Sust] y [Sust] [Sust];General;"{""mentira"": ""mentiras"", ""patas muy cortas"": ""patas cortas y narices largas""}";7ef60db8f62d69f1b8c9d382892887227d885b764acbd8a05527e06300fa82a1;
59628;4196;La mentira tiene las patas muy cortas;Liquidación del presupuesto o cómo las mentiras tienen las patas muy cortas;Adición;;[Adición] las mentiras tienen las patas muy cortas;General;"{"""": ""Liquidación del presupuesto o cómo""}";404934deea5b8fabbe2400b5fb12726cebd9d4fc503ae7129ae160f4103dcef7;
59628;4196;La mentira tiene las patas muy cortas;"El catalangate: ""los secretos de estado tienen las patas muy cortas";Sustitución;Metasemema;Los [Sust] tienen las patas muy cortas;Política;"{""mentira"": ""secretos de estado""}";58244ff4c2c6532be444c1da79751d434714fbd62aee49b17b4551da60ab3628;
59628;4196;La mentira tiene las patas muy cortas;Deberían aprender de chile que las mentiras tienen las patas muy cortas;Adición;;[Adición] las mentiras tienen las patas muy cortas;General;"{"""": ""Deberían aprender de chile que""}";898be39517551dc3d95c9351f0fce10a00c51f8278308a8fe3984c623cd53986;
